,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
311,,258.46,0.0,0.0,90,Mist,mist,2017-01-11 09:00:00,3703
312,,258.59,0.0,0.0,90,Snow,light snow,2017-01-11 10:00:00,3471
313,,258.59,0.0,0.0,90,Mist,mist,2017-01-11 10:00:00,3471
314,,258.68,0.0,0.0,90,Snow,light snow,2017-01-11 11:00:00,3563
315,,258.68,0.0,0.0,90,Haze,haze,2017-01-11 11:00:00,3563
316,,259.28,0.0,0.0,90,Snow,light snow,2017-01-11 12:00:00,3986
317,,259.62,0.0,0.0,40,Snow,light snow,2017-01-11 13:00:00,3986
318,,260.48,0.0,0.0,75,Clouds,broken clouds,2017-01-11 14:00:00,4565
319,,260.42,0.0,0.0,1,Clear,sky is clear,2017-01-11 15:00:00,4452
320,,260.15,0.0,0.0,1,Clear,sky is clear,2017-01-11 16:00:00,5725
321,,259.35,0.0,0.0,1,Clear,sky is clear,2017-01-11 17:00:00,5563
322,,258.96,0.0,0.0,1,Clear,sky is clear,2017-01-11 18:00:00,4154
323,,258.42,0.0,0.0,1,Clear,sky is clear,2017-01-11 19:00:00,3011
324,,258.46,0.0,0.0,90,Clouds,overcast clouds,2017-01-11 20:00:00,2569
325,,258.29,0.0,0.0,75,Clouds,broken clouds,2017-01-11 21:00:00,2294
326,,258.47,0.0,0.0,90,Clouds,overcast clouds,2017-01-11 22:00:00,1610
327,,258.59,0.0,0.0,90,Clouds,overcast clouds,2017-01-11 23:00:00,1052
328,,258.59,0.0,0.0,90,Clouds,overcast clouds,2017-01-12 00:00:00,613
329,,258.47,0.0,0.0,90,Clouds,overcast clouds,2017-01-12 01:00:00,357
330,,258.09,0.0,0.0,90,Clouds,overcast clouds,2017-01-12 02:00:00,279
331,,258.15,0.0,0.0,75,Clouds,broken clouds,2017-01-12 03:00:00,339
