,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
70,,257.44,0.0,0.0,5,Clear,sky is clear,2018-01-03 17:00:00,5951
71,,256.22,0.0,0.0,5,Clear,sky is clear,2018-01-03 18:00:00,4350
72,,255.72,0.0,0.0,5,Clear,sky is clear,2018-01-03 19:00:00,3144
73,,254.82,0.0,0.0,5,Clear,sky is clear,2018-01-03 20:00:00,2319
74,,254.22,0.0,0.0,5,Clear,sky is clear,2018-01-03 21:00:00,2105
75,,253.62,0.0,0.0,1,Clear,sky is clear,2018-01-03 22:00:00,1517
76,,253.51,0.0,0.0,1,Clear,sky is clear,2018-01-03 23:00:00,991
77,,252.82,0.0,0.0,1,Clear,sky is clear,2018-01-04 00:00:00,529
78,,253.22,0.0,0.0,90,Clouds,overcast clouds,2018-01-04 01:00:00,343
79,,253.86,0.0,0.0,90,Clouds,overcast clouds,2018-01-04 02:00:00,247
80,,253.86,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 03:00:00,325
81,,253.22,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 04:00:00,827
82,,252.72,0.0,0.0,1,Clear,sky is clear,2018-01-04 05:00:00,2757
83,,252.14,0.0,0.0,1,Clear,sky is clear,2018-01-04 06:00:00,5323
84,,252.72,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 07:00:00,6420
85,,252.14,0.0,0.0,90,Clouds,overcast clouds,2018-01-04 08:00:00,4478
86,,253.38,0.0,0.0,90,Clouds,overcast clouds,2018-01-04 09:00:00,4885
87,,253.85,0.0,0.0,75,Clouds,broken clouds,2018-01-04 10:00:00,4259
88,,254.29,0.0,0.0,90,Clouds,overcast clouds,2018-01-04 11:00:00,4446
89,,255.15,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 12:00:00,4738
90,,256.01,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 13:00:00,4656
91,,256.61,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 14:00:00,5094
92,,256.95,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 15:00:00,5442
93,,257.28,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 16:00:00,6450
94,,256.68,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 17:00:00,5993
95,,255.81,0.0,0.0,40,Clouds,scattered clouds,2018-01-04 18:00:00,4377
96,,255.43,0.0,0.0,20,Clouds,few clouds,2018-01-04 19:00:00,3071
97,,254.01,0.0,0.0,5,Clear,sky is clear,2018-01-04 20:00:00,2646
98,,253.21,0.0,0.0,5,Clear,sky is clear,2018-01-04 21:00:00,3933
99,,252.21,0.0,0.0,1,Clear,sky is clear,2018-01-04 22:00:00,2422
100,,251.35,0.0,0.0,1,Clear,sky is clear,2018-01-04 23:00:00,1185
101,,250.75,0.0,0.0,1,Clear,sky is clear,2018-01-05 00:00:00,630
102,,249.88,0.0,0.0,1,Clear,sky is clear,2018-01-05 01:00:00,379
103,,250.08,0.0,0.0,1,Clear,sky is clear,2018-01-05 02:00:00,301
104,,249.79,0.0,0.0,1,Clear,sky is clear,2018-01-05 03:00:00,335
105,,249.01,0.0,0.0,1,Clear,sky is clear,2018-01-05 04:00:00,813
106,,249.65,0.0,0.0,1,Clear,sky is clear,2018-01-05 05:00:00,2629
107,,249.54,0.0,0.0,1,Clear,sky is clear,2018-01-05 06:00:00,5002
108,,249.38,0.0,0.0,5,Clear,sky is clear,2018-01-05 07:00:00,5906
109,,248.79,0.0,0.0,5,Clear,sky is clear,2018-01-05 08:00:00,4742
110,,249.0,0.0,0.0,1,Haze,haze,2018-01-05 09:00:00,4704
111,,250.72,0.0,0.0,5,Clear,sky is clear,2018-01-05 10:00:00,4279
112,,252.08,0.0,0.0,5,Clear,sky is clear,2018-01-05 11:00:00,4566
113,,253.41,0.0,0.0,40,Clouds,scattered clouds,2018-01-05 12:00:00,4989
114,,255.01,0.0,0.0,40,Clouds,scattered clouds,2018-01-05 13:00:00,4968
115,,255.94,0.0,0.0,1,Clear,sky is clear,2018-01-05 14:00:00,5315
116,,256.28,0.0,0.0,40,Clouds,scattered clouds,2018-01-05 15:00:00,5867
117,,256.48,0.0,0.0,1,Clear,sky is clear,2018-01-05 16:00:00,6504
118,,255.82,0.0,0.0,40,Clouds,scattered clouds,2018-01-05 17:00:00,6185
119,,255.0,0.0,0.0,40,Clouds,scattered clouds,2018-01-05 18:00:00,4611
120,,253.58,0.0,0.0,40,Clouds,scattered clouds,2018-01-05 19:00:00,3652
121,,252.08,0.0,0.0,1,Clear,sky is clear,2018-01-05 20:00:00,2880
122,,250.75,0.0,0.0,5,Clear,sky is clear,2018-01-05 21:00:00,2815
123,,250.02,0.0,0.0,1,Clear,sky is clear,2018-01-05 22:00:00,2978
124,,249.15,0.0,0.0,1,Clear,sky is clear,2018-01-05 23:00:00,1805
125,,248.62,0.0,0.0,1,Clear,sky is clear,2018-01-06 00:00:00,1003
126,,247.65,0.0,0.0,1,Mist,mist,2018-01-06 01:00:00,673
127,,247.82,0.0,0.0,1,Mist,mist,2018-01-06 02:00:00,483
128,,247.35,0.0,0.0,1,Clear,sky is clear,2018-01-06 03:00:00,319
129,,247.15,0.0,0.0,1,Clear,sky is clear,2018-01-06 04:00:00,383
130,,247.15,0.0,0.0,1,Clear,sky is clear,2018-01-06 05:00:00,694
131,,247.08,0.0,0.0,1,Clear,sky is clear,2018-01-06 06:00:00,1129
132,,247.21,0.0,0.0,5,Clear,sky is clear,2018-01-06 07:00:00,1728
133,,247.62,0.0,0.0,5,Haze,haze,2018-01-06 08:00:00,2487
134,,248.08,0.0,0.0,1,Mist,mist,2018-01-06 09:00:00,3046
135,,251.07,0.0,0.0,20,Mist,mist,2018-01-06 10:00:00,3593
136,,255.01,0.0,0.0,20,Clouds,few clouds,2018-01-06 11:00:00,4092
137,,257.36,0.0,0.0,20,Clouds,few clouds,2018-01-06 12:00:00,4506
138,,259.08,0.0,0.0,1,Clear,sky is clear,2018-01-06 13:00:00,4501
139,,260.21,0.0,0.0,90,Clouds,overcast clouds,2018-01-06 14:00:00,4857
140,,260.79,0.0,0.0,75,Clouds,broken clouds,2018-01-06 15:00:00,4519
141,,261.15,0.0,0.0,40,Clouds,scattered clouds,2018-01-06 16:00:00,4486
142,,260.93,0.0,0.0,1,Clear,sky is clear,2018-01-06 17:00:00,4536
143,,260.93,0.0,0.0,90,Clouds,overcast clouds,2018-01-06 18:00:00,3801
144,,260.88,0.0,0.0,90,Clouds,overcast clouds,2018-01-06 19:00:00,3174
145,,261.28,0.0,0.0,90,Clouds,overcast clouds,2018-01-06 20:00:00,2556
146,,261.41,0.0,0.0,90,Clouds,overcast clouds,2018-01-06 21:00:00,2463
147,,261.75,0.0,0.0,75,Clouds,broken clouds,2018-01-06 22:00:00,2801
148,,261.95,0.0,0.0,90,Snow,light snow,2018-01-06 23:00:00,2089
149,,262.35,0.0,0.0,75,Snow,light snow,2018-01-07 00:00:00,1053
150,,262.93,0.0,0.0,75,Snow,light snow,2018-01-07 01:00:00,648
151,,263.08,0.0,0.0,90,Clouds,overcast clouds,2018-01-07 02:00:00,540
152,,263.42,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 03:00:00,313
153,,263.65,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 04:00:00,260
154,,263.86,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 05:00:00,442
155,,263.75,0.0,0.0,75,Clouds,broken clouds,2018-01-07 06:00:00,769
156,,264.55,0.0,0.0,90,Clouds,overcast clouds,2018-01-07 07:00:00,1024
157,,264.79,0.0,0.0,75,Clouds,broken clouds,2018-01-07 08:00:00,1695
158,,265.29,0.0,0.0,1,Clear,sky is clear,2018-01-07 09:00:00,2516
159,,266.15,0.0,0.0,75,Clouds,broken clouds,2018-01-07 10:00:00,3256
160,,267.22,0.0,0.0,1,Clear,sky is clear,2018-01-07 11:00:00,3670
161,,268.68,0.0,0.0,75,Clouds,broken clouds,2018-01-07 12:00:00,4070
162,,269.88,0.0,0.0,75,Clouds,broken clouds,2018-01-07 13:00:00,4065
163,,270.35,0.0,0.0,75,Clouds,broken clouds,2018-01-07 14:00:00,4409
164,,270.79,0.0,0.0,75,Clouds,broken clouds,2018-01-07 15:00:00,4082
165,,271.22,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 16:00:00,4050
166,,271.3,0.0,0.0,75,Clouds,broken clouds,2018-01-07 17:00:00,4099
167,,270.72,0.0,0.0,75,Clouds,broken clouds,2018-01-07 18:00:00,3388
168,,270.58,0.0,0.0,75,Clouds,broken clouds,2018-01-07 19:00:00,2780
169,,271.01,0.0,0.0,75,Clouds,broken clouds,2018-01-07 20:00:00,2261
170,,271.87,0.0,0.0,75,Clouds,broken clouds,2018-01-07 21:00:00,1800
171,,272.36,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 22:00:00,1433
172,,272.56,0.0,0.0,75,Clouds,broken clouds,2018-01-07 23:00:00,1073
173,,272.36,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 00:00:00,455
174,,271.21,0.0,0.0,1,Clear,sky is clear,2018-01-08 01:00:00,289
175,,270.22,0.0,0.0,1,Clear,sky is clear,2018-01-08 02:00:00,220
176,,270.01,0.0,0.0,1,Mist,mist,2018-01-08 03:00:00,361
177,,269.95,0.0,0.0,1,Mist,mist,2018-01-08 04:00:00,820
178,,270.07,0.0,0.0,1,Clear,sky is clear,2018-01-08 05:00:00,2809
179,,269.48,0.0,0.0,1,Clear,sky is clear,2018-01-08 06:00:00,5189
180,,269.43,0.0,0.0,5,Clear,sky is clear,2018-01-08 07:00:00,6048
181,,269.29,0.0,0.0,1,Clear,sky is clear,2018-01-08 08:00:00,5751
182,,268.94,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 09:00:00,4728
183,,270.08,0.0,0.0,1,Clear,sky is clear,2018-01-08 10:00:00,4138
184,,272.14,0.0,0.0,75,Clouds,broken clouds,2018-01-08 11:00:00,4324
185,,272.58,0.0,0.0,1,Clear,sky is clear,2018-01-08 12:00:00,4512
186,,274.01,0.0,0.0,20,Clouds,few clouds,2018-01-08 13:00:00,4786
187,,274.58,0.0,0.0,1,Clear,sky is clear,2018-01-08 14:00:00,4880
188,,275.21,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 15:00:00,5406
189,,275.53,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 16:00:00,6458
190,,274.35,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 17:00:00,5732
191,,272.15,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 18:00:00,4446
192,,270.15,0.0,0.0,20,Clouds,few clouds,2018-01-08 19:00:00,2836
193,,269.08,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 20:00:00,2416
194,,268.94,0.0,0.0,1,Clear,sky is clear,2018-01-08 21:00:00,2076
195,,268.55,0.0,0.0,1,Clear,sky is clear,2018-01-08 22:00:00,1481
196,,268.15,0.0,0.0,1,Clear,sky is clear,2018-01-08 23:00:00,948
197,,268.77,0.0,0.0,1,Clear,sky is clear,2018-01-09 00:00:00,560
198,,268.55,0.0,0.0,75,Clouds,broken clouds,2018-01-09 01:00:00,342
199,,269.48,0.0,0.0,75,Clouds,broken clouds,2018-01-09 02:00:00,239
200,,270.41,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 03:00:00,334
201,,271.08,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 04:00:00,832
202,,271.65,0.0,0.0,90,Mist,mist,2018-01-09 05:00:00,2972
203,,272.36,0.0,0.0,75,Clouds,broken clouds,2018-01-09 06:00:00,5674
204,,272.5,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 07:00:00,6229
205,,272.79,0.0,0.0,75,Clouds,broken clouds,2018-01-09 08:00:00,5965
206,,273.08,0.0,0.0,90,Clouds,overcast clouds,2018-01-09 09:00:00,5124
207,,273.95,0.0,0.0,75,Clouds,broken clouds,2018-01-09 10:00:00,4348
208,,274.88,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 11:00:00,4473
209,,276.21,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 12:00:00,5034
210,,277.07,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 13:00:00,4784
211,,278.48,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 14:00:00,5065
212,,278.75,0.0,0.0,75,Clouds,broken clouds,2018-01-09 15:00:00,5589
213,,278.36,0.0,0.0,75,Clouds,broken clouds,2018-01-09 16:00:00,6559
214,,278.01,0.0,0.0,75,Clouds,broken clouds,2018-01-09 17:00:00,6104
215,,277.15,0.0,0.0,75,Clouds,broken clouds,2018-01-09 18:00:00,4405
216,,276.58,0.0,0.0,75,Clouds,broken clouds,2018-01-09 19:00:00,3001
217,,276.22,0.0,0.0,75,Clouds,broken clouds,2018-01-09 20:00:00,2604
218,,275.93,0.0,0.0,75,Clouds,broken clouds,2018-01-09 21:00:00,2931
219,,275.87,0.0,0.0,1,Clear,sky is clear,2018-01-09 22:00:00,3488
220,,275.65,0.0,0.0,1,Clear,sky is clear,2018-01-09 23:00:00,1125
221,,275.15,0.0,0.0,1,Clear,sky is clear,2018-01-10 00:00:00,583
222,,274.86,0.0,0.0,1,Clear,sky is clear,2018-01-10 01:00:00,327
223,,274.51,0.0,0.0,1,Clear,sky is clear,2018-01-10 02:00:00,270
224,,274.15,0.0,0.0,90,Haze,haze,2018-01-10 03:00:00,336
225,,274.15,0.0,0.0,90,Mist,mist,2018-01-10 03:00:00,336
226,,274.51,0.0,0.0,1,Mist,mist,2018-01-10 04:00:00,887
227,,274.51,0.0,0.0,1,Haze,haze,2018-01-10 04:00:00,887
228,,274.68,0.0,0.0,1,Mist,mist,2018-01-10 05:00:00,2944
229,,274.68,0.0,0.0,1,Haze,haze,2018-01-10 05:00:00,2944
230,,274.82,0.0,0.0,40,Mist,mist,2018-01-10 06:00:00,5614
231,,274.82,0.0,0.0,40,Haze,haze,2018-01-10 06:00:00,5614
232,,274.75,0.0,0.0,90,Mist,mist,2018-01-10 07:00:00,6228
233,,274.75,0.0,0.0,90,Haze,haze,2018-01-10 07:00:00,6228
234,,274.95,0.0,0.0,90,Mist,mist,2018-01-10 08:00:00,5842
235,,274.95,0.0,0.0,90,Haze,haze,2018-01-10 08:00:00,5842
236,,274.95,0.0,0.0,90,Mist,mist,2018-01-10 09:00:00,5145
237,,274.95,0.0,0.0,90,Haze,haze,2018-01-10 09:00:00,5145
238,,275.08,0.0,0.0,90,Mist,mist,2018-01-10 10:00:00,4552
239,,275.08,0.0,0.0,90,Haze,haze,2018-01-10 10:00:00,4552
240,,275.22,0.0,0.0,90,Mist,mist,2018-01-10 11:00:00,4623
241,,275.72,0.0,0.0,90,Mist,mist,2018-01-10 12:00:00,4911
242,,275.79,0.0,0.0,90,Mist,mist,2018-01-10 13:00:00,4926
243,,275.95,0.0,0.0,75,Haze,haze,2018-01-10 14:00:00,5315
244,,275.95,0.0,0.0,75,Mist,mist,2018-01-10 14:00:00,5315
245,,275.95,0.0,0.0,90,Haze,haze,2018-01-10 15:00:00,5681
246,,275.95,0.0,0.0,90,Mist,mist,2018-01-10 15:00:00,5681
247,,275.76,0.0,0.0,90,Mist,mist,2018-01-10 16:00:00,6602
248,,275.76,0.0,0.0,90,Haze,haze,2018-01-10 16:00:00,6602
249,,275.94,0.0,0.0,90,Mist,mist,2018-01-10 17:00:00,6128
250,,275.94,0.0,0.0,90,Haze,haze,2018-01-10 17:00:00,6128
251,,275.42,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-10 18:00:00,4520
252,,275.42,0.0,0.0,90,Mist,mist,2018-01-10 18:00:00,4520
253,,275.29,0.0,0.0,90,Mist,mist,2018-01-10 19:00:00,2986
254,,275.29,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-10 20:00:00,2642
255,,275.29,0.0,0.0,90,Mist,mist,2018-01-10 20:00:00,2642
256,,275.29,0.0,0.0,90,Fog,fog,2018-01-10 20:00:00,2642
257,,275.22,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-10 21:00:00,2342
258,,275.22,0.0,0.0,90,Mist,mist,2018-01-10 21:00:00,2342
259,,275.22,0.0,0.0,90,Fog,fog,2018-01-10 21:00:00,2342
260,,275.15,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-10 22:00:00,1596
261,,275.15,0.0,0.0,90,Mist,mist,2018-01-10 22:00:00,1596
262,,275.15,0.0,0.0,90,Fog,fog,2018-01-10 22:00:00,1596
263,,275.15,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-10 23:00:00,1115
264,,275.15,0.0,0.0,90,Mist,mist,2018-01-10 23:00:00,1115
265,,275.15,0.0,0.0,90,Fog,fog,2018-01-10 23:00:00,1115
266,,274.94,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-11 00:00:00,568
267,,274.94,0.0,0.0,90,Mist,mist,2018-01-11 00:00:00,568
268,,274.94,0.0,0.0,90,Fog,fog,2018-01-11 00:00:00,568
269,,274.86,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-11 01:00:00,352
270,,274.86,0.0,0.0,90,Mist,mist,2018-01-11 01:00:00,352
271,,274.08,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-11 02:00:00,291
272,,274.08,0.0,0.0,90,Mist,mist,2018-01-11 02:00:00,291
273,,274.08,0.0,0.0,90,Fog,fog,2018-01-11 02:00:00,291
274,,272.52,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-11 03:00:00,391
275,,272.52,0.0,0.0,90,Mist,mist,2018-01-11 03:00:00,391
276,,270.28,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-11 04:00:00,855
277,,270.28,0.0,0.0,90,Mist,mist,2018-01-11 04:00:00,855
278,,270.28,0.0,0.0,90,Snow,light snow,2018-01-11 04:00:00,855
279,,268.94,0.0,0.0,90,Mist,mist,2018-01-11 05:00:00,2869
280,,268.94,0.0,0.0,90,Snow,light snow,2018-01-11 05:00:00,2869
281,,267.44,0.0,0.0,90,Mist,mist,2018-01-11 06:00:00,4869
282,,267.44,0.0,0.0,90,Haze,haze,2018-01-11 06:00:00,4869
283,,267.44,0.0,0.0,90,Snow,light snow,2018-01-11 06:00:00,4869
284,,264.91,0.0,0.0,90,Snow,light snow,2018-01-11 07:00:00,4601
285,,264.91,0.0,0.0,90,Mist,mist,2018-01-11 07:00:00,4601
286,,263.84,0.0,0.0,90,Snow,light snow,2018-01-11 08:00:00,4475
287,,263.84,0.0,0.0,90,Mist,mist,2018-01-11 08:00:00,4475
288,,262.38,0.0,0.0,90,Snow,light snow,2018-01-11 09:00:00,4021
289,,262.38,0.0,0.0,90,Mist,mist,2018-01-11 09:00:00,4021
290,,261.53,0.0,0.0,90,Snow,light snow,2018-01-11 10:00:00,3559
291,,261.53,0.0,0.0,90,Mist,mist,2018-01-11 10:00:00,3559
292,,261.38,0.0,0.0,90,Snow,light snow,2018-01-11 11:00:00,3524
293,,261.38,0.0,0.0,90,Mist,mist,2018-01-11 11:00:00,3524
294,,260.92,0.0,0.0,90,Snow,light snow,2018-01-11 12:00:00,3587
295,,260.92,0.0,0.0,90,Mist,mist,2018-01-11 12:00:00,3587
296,,260.46,0.0,0.0,90,Snow,snow,2018-01-11 13:00:00,3293
297,,260.46,0.0,0.0,90,Mist,mist,2018-01-11 13:00:00,3293
298,,260.23,0.0,0.0,90,Snow,snow,2018-01-11 14:00:00,3557
299,,260.23,0.0,0.0,90,Mist,mist,2018-01-11 14:00:00,3557
300,,259.92,0.0,0.0,90,Snow,light snow,2018-01-11 15:00:00,4081
301,,259.92,0.0,0.0,90,Mist,mist,2018-01-11 15:00:00,4081
302,,259.69,0.0,0.0,90,Snow,light snow,2018-01-11 16:00:00,4269
303,,259.92,0.0,0.0,90,Snow,light snow,2018-01-11 17:00:00,4178
304,,259.92,0.0,0.0,90,Haze,haze,2018-01-11 17:00:00,4178
305,,260.07,0.0,0.0,75,Snow,light snow,2018-01-11 18:00:00,3130
306,,259.92,0.0,0.0,40,Clouds,scattered clouds,2018-01-11 19:00:00,2480
307,,259.53,0.0,0.0,5,Clear,sky is clear,2018-01-11 20:00:00,2251
308,,258.68,0.0,0.0,5,Clear,sky is clear,2018-01-11 21:00:00,2081
309,,258.22,0.0,0.0,1,Clear,sky is clear,2018-01-11 22:00:00,1450
310,,256.89,0.0,0.0,1,Clear,sky is clear,2018-01-11 23:00:00,949
311,,255.61,0.0,0.0,1,Clear,sky is clear,2018-01-12 00:00:00,566
312,,254.76,0.0,0.0,1,Clear,sky is clear,2018-01-12 01:00:00,335
313,,253.68,0.0,0.0,1,Clear,sky is clear,2018-01-12 02:00:00,272
314,,252.45,0.0,0.0,1,Clear,sky is clear,2018-01-12 03:00:00,353
315,,251.84,0.0,0.0,1,Clear,sky is clear,2018-01-12 04:00:00,828
316,,251.07,0.0,0.0,1,Clear,sky is clear,2018-01-12 05:00:00,2728
317,,250.46,0.0,0.0,1,Clear,sky is clear,2018-01-12 06:00:00,4791
318,,249.84,0.0,0.0,5,Clear,sky is clear,2018-01-12 07:00:00,5517
319,,249.38,0.0,0.0,5,Clear,sky is clear,2018-01-12 08:00:00,4240
320,,249.3,0.0,0.0,5,Clear,sky is clear,2018-01-12 09:00:00,4565
321,,250.22,0.0,0.0,5,Clear,sky is clear,2018-01-12 10:00:00,3988
322,,251.45,0.0,0.0,5,Clear,sky is clear,2018-01-12 11:00:00,4440
323,,253.22,0.0,0.0,5,Clear,sky is clear,2018-01-12 12:00:00,4958
324,,254.76,0.0,0.0,5,Clear,sky is clear,2018-01-12 13:00:00,4928
325,,255.91,0.0,0.0,5,Clear,sky is clear,2018-01-12 14:00:00,5078
326,,256.38,0.0,0.0,5,Clear,sky is clear,2018-01-12 15:00:00,5560
