holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,traffic_volume
None,270.42,0.0,0.0,90.0,Snow,2017-01-02 03:00:00,363
None,270.49,0.0,0.0,90.0,Clouds,2017-01-02 04:00:00,508
None,270.49,0.0,0.0,90.0,Clouds,2017-01-02 05:00:00,849
None,270.62,0.0,0.0,90.0,Clouds,2017-01-02 06:00:00,1562
None,270.82,0.0,0.0,90.0,Clouds,2017-01-02 07:00:00,1792
None,270.88,0.0,0.0,90.0,Clouds,2017-01-02 08:00:00,2014
None,271.55,0.0,0.0,90.0,Clouds,2017-01-02 09:00:00,2401
None,271.65,0.0,0.0,90.0,Snow,2017-01-02 10:00:00,2832
None,272.22,0.0,0.0,90.0,Snow,2017-01-02 11:00:00,3470
None,272.27,0.0,0.0,90.0,Snow,2017-01-02 12:00:00,3732
None,272.42,0.0,0.0,90.0,Snow,2017-01-02 13:00:00,3750
None,272.42,0.0,0.0,90.0,Mist,2017-01-02 13:00:00,3750
None,272.59,0.0,0.0,90.0,Snow,2017-01-02 14:00:00,3933
None,272.59,0.0,0.0,90.0,Haze,2017-01-02 14:00:00,3933
None,272.59,0.0,0.0,90.0,Mist,2017-01-02 14:00:00,3933
None,272.71,0.0,0.0,90.0,Haze,2017-01-02 15:00:00,3762
None,272.71,0.0,0.0,90.0,Snow,2017-01-02 15:00:00,3762
None,272.71,0.0,0.0,90.0,Mist,2017-01-02 15:00:00,3762
None,272.71,0.0,0.0,90.0,Rain,2017-01-02 15:00:00,3762
None,272.71,0.0,0.0,90.0,Mist,2017-01-02 16:00:00,3563
None,272.71,0.0,0.0,90.0,Haze,2017-01-02 16:00:00,3563
None,272.71,0.0,0.0,90.0,Snow,2017-01-02 16:00:00,3563
None,272.71,0.0,0.0,90.0,Drizzle,2017-01-02 16:00:00,3563
None,273.02,0.0,0.0,90.0,Mist,2017-01-02 17:00:00,3261
None,273.02,0.0,0.0,90.0,Snow,2017-01-02 17:00:00,3261
None,273.02,0.0,0.0,90.0,Mist,2017-01-02 18:00:00,2875
None,273.02,0.0,0.0,90.0,Snow,2017-01-02 18:00:00,2875
None,272.95,0.0,0.0,90.0,Mist,2017-01-02 19:00:00,2244
None,272.95,0.0,0.0,90.0,Mist,2017-01-02 20:00:00,1785
None,272.95,0.0,0.0,90.0,Snow,2017-01-02 20:00:00,1785
None,272.95,0.0,0.0,90.0,Rain,2017-01-02 20:00:00,1785
None,272.95,0.0,0.0,90.0,Drizzle,2017-01-02 20:00:00,1785
None,272.95,0.0,0.0,90.0,Mist,2017-01-02 21:00:00,1660
None,272.95,0.0,0.0,90.0,Snow,2017-01-02 21:00:00,1660
None,272.95,0.0,0.0,90.0,Mist,2017-01-02 22:00:00,1226
None,272.95,0.0,0.0,90.0,Snow,2017-01-02 22:00:00,1226
None,273.02,0.0,0.0,90.0,Mist,2017-01-02 23:00:00,827
None,273.02,0.0,0.0,90.0,Snow,2017-01-02 23:00:00,827
None,273.02,0.0,0.0,90.0,Drizzle,2017-01-02 23:00:00,827
None,272.95,0.0,0.0,90.0,Mist,2017-01-03 00:00:00,716
None,272.95,0.0,0.0,90.0,Haze,2017-01-03 00:00:00,716
None,272.95,0.0,0.0,90.0,Snow,2017-01-03 00:00:00,716
None,272.95,0.0,0.0,90.0,Drizzle,2017-01-03 00:00:00,716
None,272.95,0.0,0.0,90.0,Mist,2017-01-03 01:00:00,485
None,272.95,0.0,0.0,90.0,Snow,2017-01-03 01:00:00,485
None,272.95,0.0,0.0,90.0,Drizzle,2017-01-03 01:00:00,485
None,273.02,0.0,0.0,90.0,Mist,2017-01-03 02:00:00,400
None,273.02,0.0,0.0,90.0,Haze,2017-01-03 02:00:00,400
None,273.02,0.0,0.0,90.0,Mist,2017-01-03 03:00:00,483
None,273.02,0.0,0.0,90.0,Haze,2017-01-03 03:00:00,483
None,272.59,0.0,0.0,90.0,Mist,2017-01-03 04:00:00,944
None,272.48,0.0,0.0,90.0,Mist,2017-01-03 05:00:00,2755
None,272.08,0.0,0.0,90.0,Mist,2017-01-03 06:00:00,5107
None,270.82,0.0,0.0,90.0,Clouds,2017-01-03 07:00:00,6065
None,268.72,0.0,0.0,90.0,Clouds,2017-01-03 08:00:00,5338
None,265.28,0.0,0.0,90.0,Snow,2017-01-03 09:00:00,4555
None,263.59,0.0,0.0,75.0,Snow,2017-01-03 10:00:00,3979
None,262.78,0.0,0.0,1.0,Snow,2017-01-03 11:00:00,4008
None,262.09,0.0,0.0,1.0,Snow,2017-01-03 12:00:00,4317
None,262.09,0.0,0.0,40.0,Clouds,2017-01-03 13:00:00,4377
None,261.59,0.0,0.0,40.0,Haze,2017-01-03 14:00:00,4863
None,261.21,0.0,0.0,1.0,Clear,2017-01-03 15:00:00,5290
None,261.03,0.0,0.0,1.0,Clear,2017-01-03 16:00:00,6114
None,260.42,0.0,0.0,1.0,Clear,2017-01-03 17:00:00,5854
None,259.65,0.0,0.0,5.0,Clear,2017-01-03 18:00:00,4011
None,259.09,0.0,0.0,5.0,Clear,2017-01-03 19:00:00,2697
None,258.34,0.0,0.0,5.0,Clear,2017-01-03 20:00:00,2169
None,257.84,0.0,0.0,5.0,Clear,2017-01-03 21:00:00,2011
None,257.22,0.0,0.0,1.0,Clear,2017-01-03 22:00:00,1475
None,256.9,0.0,0.0,1.0,Clear,2017-01-03 23:00:00,915
None,256.34,0.0,0.0,1.0,Clear,2017-01-04 00:00:00,528
None,255.9,0.0,0.0,1.0,Clear,2017-01-04 01:00:00,324
None,255.42,0.0,0.0,1.0,Clear,2017-01-04 02:00:00,249
None,254.84,0.0,0.0,1.0,Clear,2017-01-04 03:00:00,308
None,254.42,0.0,0.0,1.0,Clear,2017-01-04 04:00:00,836
None,253.72,0.0,0.0,1.0,Clear,2017-01-04 05:00:00,2603
None,253.22,0.0,0.0,1.0,Clear,2017-01-04 06:00:00,5511
None,252.72,0.0,0.0,1.0,Clear,2017-01-04 07:00:00,5405
None,252.08,0.0,0.0,20.0,Haze,2017-01-04 08:00:00,5626
None,252.02,0.0,0.0,20.0,Snow,2017-01-04 09:00:00,4667
None,252.02,0.0,0.0,20.0,Haze,2017-01-04 09:00:00,4667
None,252.15,0.0,0.0,1.0,Haze,2017-01-04 10:00:00,4275
None,253.03,0.0,0.0,1.0,Clear,2017-01-04 11:00:00,4358
None,254.28,0.0,0.0,1.0,Clear,2017-01-04 12:00:00,4548
None,255.42,0.0,0.0,1.0,Clear,2017-01-04 13:00:00,4423
None,256.15,0.0,0.0,5.0,Clear,2017-01-04 14:00:00,4846
None,256.78,0.0,0.0,5.0,Clear,2017-01-04 15:00:00,5185
None,256.84,0.0,0.0,1.0,Clear,2017-01-04 16:00:00,6242
None,256.53,0.0,0.0,1.0,Clear,2017-01-04 17:00:00,6034
None,255.72,0.0,0.0,75.0,Clouds,2017-01-04 18:00:00,4238
None,255.28,0.0,0.0,40.0,Clouds,2017-01-04 19:00:00,2861
None,255.15,0.0,0.0,5.0,Clear,2017-01-04 20:00:00,2370
None,254.47,0.0,0.0,5.0,Clear,2017-01-04 21:00:00,2421
None,254.42,0.0,0.0,40.0,Clouds,2017-01-04 22:00:00,1569
None,254.89,0.0,0.0,90.0,Snow,2017-01-04 23:00:00,1037
None,254.82,0.0,0.0,90.0,Haze,2017-01-05 00:00:00,543
None,254.82,0.0,0.0,90.0,Snow,2017-01-05 00:00:00,543
None,254.69,0.0,0.0,90.0,Snow,2017-01-05 01:00:00,438
None,254.69,0.0,0.0,90.0,Haze,2017-01-05 01:00:00,438
None,254.49,0.0,0.0,90.0,Snow,2017-01-05 02:00:00,366
None,254.49,0.0,0.0,90.0,Haze,2017-01-05 02:00:00,366
None,253.95,0.0,0.0,90.0,Haze,2017-01-05 03:00:00,386
None,253.95,0.0,0.0,90.0,Snow,2017-01-05 03:00:00,386
None,253.21,0.0,0.0,90.0,Haze,2017-01-05 04:00:00,782
None,253.21,0.0,0.0,90.0,Snow,2017-01-05 04:00:00,782
None,252.56,0.0,0.0,1.0,Snow,2017-01-05 05:00:00,2555
None,251.89,0.0,0.0,1.0,Haze,2017-01-05 06:00:00,5242
None,251.29,0.0,0.0,1.0,Mist,2017-01-05 07:00:00,5807
None,250.84,0.0,0.0,1.0,Mist,2017-01-05 08:00:00,6091
None,250.8,0.0,0.0,5.0,Mist,2017-01-05 09:00:00,4885
None,251.84,0.0,0.0,5.0,Mist,2017-01-05 10:00:00,4383
None,252.95,0.0,0.0,1.0,Clear,2017-01-05 11:00:00,4288
None,254.55,0.0,0.0,1.0,Clear,2017-01-05 12:00:00,4441
None,255.48,0.0,0.0,40.0,Clouds,2017-01-05 13:00:00,4584
None,255.78,0.0,0.0,75.0,Haze,2017-01-05 14:00:00,5088
None,256.15,0.0,0.0,75.0,Haze,2017-01-05 15:00:00,5475
None,255.84,0.0,0.0,40.0,Clouds,2017-01-05 16:00:00,6220
None,255.28,0.0,0.0,40.0,Clouds,2017-01-05 17:00:00,5892
None,254.59,0.0,0.0,40.0,Clouds,2017-01-05 18:00:00,4344
None,254.03,0.0,0.0,40.0,Clouds,2017-01-05 19:00:00,3030
None,253.46,0.0,0.0,75.0,Snow,2017-01-05 20:00:00,2569
None,253.46,0.0,0.0,75.0,Haze,2017-01-05 20:00:00,2569
None,252.91,0.0,0.0,1.0,Snow,2017-01-05 21:00:00,2314
None,252.91,0.0,0.0,1.0,Haze,2017-01-05 21:00:00,2314
None,251.96,0.0,0.0,75.0,Clouds,2017-01-05 22:00:00,1699
None,251.46,0.0,0.0,1.0,Clear,2017-01-05 23:00:00,1106
None,250.9,0.0,0.0,1.0,Clear,2017-01-06 00:00:00,731
None,250.4,0.0,0.0,1.0,Haze,2017-01-06 01:00:00,419
None,250.4,0.0,0.0,1.0,Mist,2017-01-06 01:00:00,419
None,250.03,0.0,0.0,1.0,Haze,2017-01-06 02:00:00,357
None,250.03,0.0,0.0,1.0,Mist,2017-01-06 02:00:00,357
None,249.95,0.0,0.0,1.0,Snow,2017-01-06 03:00:00,389
None,250.15,0.0,0.0,75.0,Snow,2017-01-06 04:00:00,841
None,249.46,0.0,0.0,75.0,Snow,2017-01-06 05:00:00,2570
None,249.35,0.0,0.0,1.0,Snow,2017-01-06 06:00:00,5307
None,248.84,0.0,0.0,20.0,Haze,2017-01-06 07:00:00,6058
None,249.15,0.0,0.0,1.0,Clear,2017-01-06 08:00:00,5416
None,249.73,0.0,0.0,1.0,Clear,2017-01-06 09:00:00,4842
None,251.08,0.0,0.0,5.0,Clear,2017-01-06 10:00:00,4484
None,252.83,0.0,0.0,5.0,Clear,2017-01-06 11:00:00,4583
None,254.41,0.0,0.0,1.0,Clear,2017-01-06 12:00:00,4988
None,256.02,0.0,0.0,1.0,Clear,2017-01-06 13:00:00,4980
None,257.02,0.0,0.0,1.0,Clear,2017-01-06 14:00:00,5174
None,257.68,0.0,0.0,40.0,Clouds,2017-01-06 15:00:00,5553
None,258.02,0.0,0.0,40.0,Clouds,2017-01-06 16:00:00,6350
None,257.49,0.0,0.0,40.0,Clouds,2017-01-06 17:00:00,5790
None,256.53,0.0,0.0,20.0,Clouds,2017-01-06 18:00:00,4616
None,256.09,0.0,0.0,1.0,Clear,2017-01-06 19:00:00,3368
None,255.22,0.0,0.0,1.0,Clear,2017-01-06 20:00:00,2720
None,255.16,0.0,0.0,1.0,Clear,2017-01-06 21:00:00,2542
None,254.89,0.0,0.0,1.0,Clear,2017-01-06 22:00:00,2255
None,254.69,0.0,0.0,1.0,Clear,2017-01-06 23:00:00,1488
None,254.55,0.0,0.0,1.0,Clear,2017-01-07 00:00:00,1089
None,254.49,0.0,0.0,1.0,Clear,2017-01-07 01:00:00,685
None,254.35,0.0,0.0,1.0,Clear,2017-01-07 02:00:00,663
None,254.09,0.0,0.0,1.0,Clear,2017-01-07 03:00:00,565
None,254.22,0.0,0.0,1.0,Clear,2017-01-07 04:00:00,664
None,254.03,0.0,0.0,1.0,Clear,2017-01-07 05:00:00,886
None,254.34,0.0,0.0,1.0,Clear,2017-01-07 06:00:00,1385
None,254.47,0.0,0.0,1.0,Clear,2017-01-07 07:00:00,1879
None,254.53,0.0,0.0,40.0,Clouds,2017-01-07 08:00:00,2653
None,254.95,0.0,0.0,5.0,Clear,2017-01-07 09:00:00,3178
None,255.84,0.0,0.0,5.0,Clear,2017-01-07 10:00:00,3521
None,257.02,0.0,0.0,1.0,Haze,2017-01-07 11:00:00,4085
None,258.09,0.0,0.0,1.0,Clear,2017-01-07 12:00:00,4444
None,259.42,0.0,0.0,1.0,Clear,2017-01-07 13:00:00,4548
None,259.69,0.0,0.0,1.0,Clear,2017-01-07 14:00:00,4800
None,260.15,0.0,0.0,5.0,Clear,2017-01-07 15:00:00,5092
None,259.97,0.0,0.0,1.0,Clear,2017-01-07 16:00:00,4885
None,259.22,0.0,0.0,5.0,Clear,2017-01-07 17:00:00,4572
None,258.03,0.0,0.0,5.0,Clear,2017-01-07 18:00:00,3780
None,257.22,0.0,0.0,5.0,Clear,2017-01-07 19:00:00,3025
None,256.65,0.0,0.0,5.0,Clear,2017-01-07 20:00:00,2751
None,256.09,0.0,0.0,5.0,Clear,2017-01-07 21:00:00,2683
None,255.59,0.0,0.0,1.0,Clear,2017-01-07 22:00:00,2404
None,254.9,0.0,0.0,1.0,Clear,2017-01-07 23:00:00,1757
None,254.03,0.0,0.0,1.0,Clear,2017-01-08 00:00:00,1089
None,253.4,0.0,0.0,1.0,Clear,2017-01-08 01:00:00,685
None,253.49,0.0,0.0,1.0,Clear,2017-01-08 02:00:00,663
None,252.72,0.0,0.0,1.0,Clear,2017-01-08 03:00:00,565
None,252.29,0.0,0.0,1.0,Clear,2017-01-08 04:00:00,664
None,252.22,0.0,0.0,1.0,Clear,2017-01-08 05:00:00,781
None,251.95,0.0,0.0,1.0,Snow,2017-01-08 06:00:00,1123
None,252.02,0.0,0.0,1.0,Clear,2017-01-08 07:00:00,1461
None,252.22,0.0,0.0,1.0,Snow,2017-01-08 08:00:00,1807
None,253.22,0.0,0.0,1.0,Snow,2017-01-08 09:00:00,2495
None,255.22,0.0,0.0,1.0,Clear,2017-01-08 10:00:00,3081
None,257.08,0.0,0.0,1.0,Clear,2017-01-08 11:00:00,3317
None,259.57,0.0,0.0,40.0,Clouds,2017-01-08 12:00:00,3597
None,260.88,0.0,0.0,1.0,Clear,2017-01-08 13:00:00,3989
None,262.01,0.0,0.0,75.0,Clouds,2017-01-08 14:00:00,4316
None,262.28,0.0,0.0,90.0,Snow,2017-01-08 15:00:00,4281
None,262.65,0.0,0.0,90.0,Snow,2017-01-08 16:00:00,4103
None,262.46,0.0,0.0,90.0,Snow,2017-01-08 17:00:00,4198
None,262.84,0.0,0.0,90.0,Snow,2017-01-08 18:00:00,3331
None,263.28,0.0,0.0,90.0,Snow,2017-01-08 19:00:00,2893
None,263.48,0.0,0.0,90.0,Snow,2017-01-08 20:00:00,2388
None,264.36,0.0,0.0,90.0,Snow,2017-01-08 21:00:00,2026
None,264.58,0.0,0.0,90.0,Snow,2017-01-08 22:00:00,1527
None,264.51,0.0,0.0,40.0,Snow,2017-01-08 23:00:00,1223
None,264.51,0.0,0.0,90.0,Snow,2017-01-09 00:00:00,768
None,264.65,0.0,0.0,90.0,Snow,2017-01-09 01:00:00,562
None,264.75,0.0,0.0,90.0,Snow,2017-01-09 02:00:00,473
None,265.02,0.0,0.0,90.0,Snow,2017-01-09 03:00:00,602
None,265.22,0.0,0.0,90.0,Snow,2017-01-09 04:00:00,949
None,265.42,0.0,0.0,90.0,Snow,2017-01-09 05:00:00,2760
None,265.29,0.0,0.0,90.0,Snow,2017-01-09 06:00:00,5614
None,265.02,0.0,0.0,90.0,Clouds,2017-01-09 07:00:00,6272
None,264.53,0.0,0.0,90.0,Clouds,2017-01-09 08:00:00,5885
None,264.82,0.0,0.0,90.0,Clouds,2017-01-09 09:00:00,4753
None,265.35,0.0,0.0,90.0,Snow,2017-01-09 10:00:00,4052
None,265.95,0.0,0.0,40.0,Snow,2017-01-09 11:00:00,4261
None,266.55,0.0,0.0,90.0,Snow,2017-01-09 12:00:00,4378
None,267.08,0.0,0.0,90.0,Snow,2017-01-09 13:00:00,4285
None,267.08,0.0,0.0,90.0,Mist,2017-01-09 13:00:00,4285
None,267.08,0.0,0.0,90.0,Haze,2017-01-09 13:00:00,4285
None,267.22,0.0,0.0,90.0,Snow,2017-01-09 14:00:00,4068
None,267.22,0.0,0.0,90.0,Mist,2017-01-09 14:00:00,4068
None,267.22,0.0,0.0,90.0,Snow,2017-01-09 15:00:00,4404
None,267.22,0.0,0.0,90.0,Mist,2017-01-09 15:00:00,4404
None,267.22,0.0,0.0,90.0,Fog,2017-01-09 15:00:00,4404
None,267.55,0.0,0.0,90.0,Snow,2017-01-09 16:00:00,4484
None,267.55,0.0,0.0,90.0,Mist,2017-01-09 16:00:00,4484
None,267.58,0.0,0.0,90.0,Snow,2017-01-09 17:00:00,4569
None,267.58,0.0,0.0,90.0,Mist,2017-01-09 17:00:00,4569
None,267.58,0.0,0.0,90.0,Haze,2017-01-09 17:00:00,4569
None,267.72,0.0,0.0,90.0,Haze,2017-01-09 18:00:00,3512
None,267.72,0.0,0.0,90.0,Snow,2017-01-09 18:00:00,3512
None,268.68,0.0,0.0,90.0,Clouds,2017-01-09 19:00:00,2508
None,269.02,0.0,0.0,90.0,Clouds,2017-01-09 20:00:00,2022
None,269.22,0.0,0.0,90.0,Clouds,2017-01-09 21:00:00,1884
None,269.29,0.0,0.0,1.0,Clear,2017-01-09 22:00:00,1357
None,269.62,0.0,0.0,40.0,Clouds,2017-01-09 23:00:00,880
None,269.68,0.0,0.0,40.0,Clouds,2017-01-10 00:00:00,519
None,269.65,0.0,0.0,1.0,Clear,2017-01-10 01:00:00,317
None,269.62,0.0,0.0,1.0,Clear,2017-01-10 02:00:00,255
None,270.03,0.0,0.0,1.0,Clear,2017-01-10 03:00:00,340
None,269.68,0.0,0.0,1.0,Clear,2017-01-10 04:00:00,817
None,270.22,0.0,0.0,75.0,Clouds,2017-01-10 05:00:00,2613
None,270.59,0.0,0.0,90.0,Mist,2017-01-10 06:00:00,4339
None,270.28,0.0,0.0,90.0,Mist,2017-01-10 07:00:00,3921
None,270.28,0.0,0.0,90.0,Snow,2017-01-10 07:00:00,3921
None,270.22,0.0,0.0,90.0,Snow,2017-01-10 08:00:00,3404
None,270.22,0.0,0.0,90.0,Mist,2017-01-10 08:00:00,3404
None,270.34,0.0,0.0,90.0,Snow,2017-01-10 09:00:00,4151
None,270.34,0.0,0.0,90.0,Mist,2017-01-10 09:00:00,4151
None,270.34,0.0,0.0,90.0,Fog,2017-01-10 09:00:00,4151
None,270.21,0.0,0.0,90.0,Snow,2017-01-10 10:00:00,3237
None,270.21,0.0,0.0,90.0,Mist,2017-01-10 10:00:00,3237
None,270.3,0.0,0.0,90.0,Snow,2017-01-10 11:00:00,3215
None,270.3,0.0,0.0,90.0,Fog,2017-01-10 11:00:00,3215
None,270.3,0.0,0.0,90.0,Mist,2017-01-10 11:00:00,3215
None,269.69,0.0,0.0,90.0,Snow,2017-01-10 12:00:00,3312
None,269.69,0.0,0.0,90.0,Mist,2017-01-10 12:00:00,3312
None,268.1,0.0,0.0,90.0,Snow,2017-01-10 13:00:00,3595
None,268.1,0.0,0.0,90.0,Mist,2017-01-10 13:00:00,3595
None,265.78,0.0,0.0,90.0,Snow,2017-01-10 14:00:00,3945
None,265.78,0.0,0.0,90.0,Fog,2017-01-10 14:00:00,3945
None,265.78,0.0,0.0,90.0,Haze,2017-01-10 14:00:00,3945
None,264.03,0.0,0.0,75.0,Haze,2017-01-10 15:00:00,4454
None,264.03,0.0,0.0,75.0,Snow,2017-01-10 15:00:00,4454
None,264.03,0.0,0.0,75.0,Mist,2017-01-10 15:00:00,4454
None,262.9,0.0,0.0,90.0,Haze,2017-01-10 16:00:00,5013
None,261.84,0.0,0.0,5.0,Haze,2017-01-10 17:00:00,4734
None,260.9,0.0,0.0,1.0,Clear,2017-01-10 18:00:00,3675
None,260.09,0.0,0.0,1.0,Clear,2017-01-10 19:00:00,2597
None,259.34,0.0,0.0,1.0,Clear,2017-01-10 20:00:00,2219
None,258.78,0.0,0.0,1.0,Clear,2017-01-10 21:00:00,2003
None,258.15,0.0,0.0,1.0,Clear,2017-01-10 22:00:00,1347
None,257.47,0.0,0.0,1.0,Clear,2017-01-10 23:00:00,919
None,256.95,0.0,0.0,75.0,Clouds,2017-01-11 00:00:00,504
None,257.42,0.0,0.0,90.0,Clouds,2017-01-11 01:00:00,292
None,257.82,0.0,0.0,90.0,Snow,2017-01-11 02:00:00,264
None,257.68,0.0,0.0,90.0,Snow,2017-01-11 03:00:00,331
None,257.68,0.0,0.0,90.0,Mist,2017-01-11 03:00:00,331
None,257.88,0.0,0.0,90.0,Snow,2017-01-11 04:00:00,847
None,257.88,0.0,0.0,90.0,Mist,2017-01-11 04:00:00,847
None,258.09,0.0,0.0,90.0,Snow,2017-01-11 05:00:00,2643
None,258.15,0.0,0.0,90.0,Snow,2017-01-11 06:00:00,4342
None,258.01,0.0,0.0,90.0,Snow,2017-01-11 07:00:00,4101
None,258.01,0.0,0.0,90.0,Mist,2017-01-11 07:00:00,4101
None,258.42,0.0,0.0,90.0,Snow,2017-01-11 08:00:00,4082
None,258.42,0.0,0.0,90.0,Mist,2017-01-11 08:00:00,4082
None,258.46,0.0,0.0,90.0,Snow,2017-01-11 09:00:00,3703
None,258.46,0.0,0.0,90.0,Mist,2017-01-11 09:00:00,3703
None,258.59,0.0,0.0,90.0,Snow,2017-01-11 10:00:00,3471
None,258.59,0.0,0.0,90.0,Mist,2017-01-11 10:00:00,3471
None,258.68,0.0,0.0,90.0,Snow,2017-01-11 11:00:00,3563
None,258.68,0.0,0.0,90.0,Haze,2017-01-11 11:00:00,3563
None,259.28,0.0,0.0,90.0,Snow,2017-01-11 12:00:00,3986
None,259.62,0.0,0.0,40.0,Snow,2017-01-11 13:00:00,3986
None,260.48,0.0,0.0,75.0,Clouds,2017-01-11 14:00:00,4565
None,260.42,0.0,0.0,1.0,Clear,2017-01-11 15:00:00,4452
None,260.15,0.0,0.0,1.0,Clear,2017-01-11 16:00:00,5725
None,259.35,0.0,0.0,1.0,Clear,2017-01-11 17:00:00,5563
None,258.96,0.0,0.0,1.0,Clear,2017-01-11 18:00:00,4154
None,258.42,0.0,0.0,1.0,Clear,2017-01-11 19:00:00,3011
None,258.46,0.0,0.0,90.0,Clouds,2017-01-11 20:00:00,2569
None,258.29,0.0,0.0,75.0,Clouds,2017-01-11 21:00:00,2294
None,258.47,0.0,0.0,90.0,Clouds,2017-01-11 22:00:00,1610
None,258.59,0.0,0.0,90.0,Clouds,2017-01-11 23:00:00,1052
None,258.59,0.0,0.0,90.0,Clouds,2017-01-12 00:00:00,613
None,258.47,0.0,0.0,90.0,Clouds,2017-01-12 01:00:00,357
None,258.09,0.0,0.0,90.0,Clouds,2017-01-12 02:00:00,279
None,258.15,0.0,0.0,75.0,Clouds,2017-01-12 03:00:00,339
None,257.34,0.0,0.0,90.0,Clouds,2017-01-12 04:00:00,843
None,257.02,0.0,0.0,90.0,Clouds,2017-01-12 05:00:00,2713
None,257.15,0.0,0.0,90.0,Clouds,2017-01-12 06:00:00,5627
None,257.95,0.0,0.0,90.0,Haze,2017-01-12 07:00:00,5839
None,257.95,0.0,0.0,90.0,Clouds,2017-01-12 08:00:00,5541
None,257.76,0.0,0.0,1.0,Haze,2017-01-12 09:00:00,4915
None,258.33,0.0,0.0,5.0,Clear,2017-01-12 10:00:00,4387
None,259.96,0.0,0.0,5.0,Clear,2017-01-12 11:00:00,4654
None,261.52,0.0,0.0,5.0,Snow,2017-01-12 12:00:00,4962
None,262.36,0.0,0.0,1.0,Snow,2017-01-12 13:00:00,4796
None,262.96,0.0,0.0,5.0,Haze,2017-01-12 14:00:00,4938
None,262.96,0.0,0.0,5.0,Snow,2017-01-12 14:00:00,4938
None,262.35,0.0,0.0,5.0,Snow,2017-01-12 15:00:00,5287
None,262.35,0.0,0.0,5.0,Haze,2017-01-12 15:00:00,5287
None,261.49,0.0,0.0,1.0,Haze,2017-01-12 16:00:00,6026
None,259.72,0.0,0.0,1.0,Clear,2017-01-12 17:00:00,5992
None,257.6,0.0,0.0,20.0,Clouds,2017-01-12 18:00:00,4434
None,256.59,0.0,0.0,5.0,Clear,2017-01-12 19:00:00,3185
None,255.84,0.0,0.0,1.0,Clear,2017-01-12 20:00:00,2867
None,254.34,0.0,0.0,5.0,Clear,2017-01-12 21:00:00,3959
None,253.4,0.0,0.0,90.0,Clouds,2017-01-12 22:00:00,2768
None,252.66,0.0,0.0,1.0,Clear,2017-01-12 23:00:00,1249
None,251.73,0.0,0.0,1.0,Clear,2017-01-13 00:00:00,635
None,251.16,0.0,0.0,1.0,Clear,2017-01-13 01:00:00,365
None,250.42,0.0,0.0,1.0,Clear,2017-01-13 02:00:00,280
None,249.35,0.0,0.0,1.0,Clear,2017-01-13 03:00:00,345
None,248.66,0.0,0.0,1.0,Clear,2017-01-13 04:00:00,758
None,248.85,0.0,0.0,1.0,Clear,2017-01-13 05:00:00,2525
None,249.5,0.0,0.0,1.0,Clear,2017-01-13 06:00:00,5554
None,250.1,0.0,0.0,40.0,Clouds,2017-01-13 07:00:00,6414
None,250.56,0.0,0.0,75.0,Clouds,2017-01-13 08:00:00,5549
None,250.54,0.0,0.0,1.0,Clear,2017-01-13 09:00:00,4694
None,252.23,0.0,0.0,75.0,Clouds,2017-01-13 10:00:00,4272
None,253.5,0.0,0.0,90.0,Clouds,2017-01-13 11:00:00,4909
